"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Weight Loss Outcomes","Cardiovascular Outcomes","Adverse Events"
"Oral semaglutide improves body composition and preserves lean mass in patients with type 2 diabetes: a 26-week prospective real-life study","https://scispace.com/paper/oral-semaglutide-improves-body-composition-and-preserves-4o4zug0huv","2023","Journal Article","Frontiers in Endocrinology","Sara Volpe
Giuseppe Lisco
Margherita Fanelli
D. Racaniello
Valentina Colaianni
Valentina Lavarra
Domenico Triggiani
Lucilla Crudele
Vincenzo Triggiani
Carlo Sabbà
Giovanni De Pergola
Giuseppina Piazzolla","10.3389/fendo.2023.1240263","https://www.frontiersin.org/journals/endocrinology/articles/10.3389/fendo.2023.1240263/pdf","- **Relevance Score:** 56/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Evaluates oral semaglutide’s impact on body composition and weight loss, but reports no trial design and lacks explicit percent weight loss figures.","Oral semaglutide is the first glucagon-like peptide-1 receptor agonist (GLP-1RA) designed for oral administration; it offers a promising opportunity to facilitate an early approach to Type 2 Diabetes (T2D). The study aimed to evaluate, in a real-life setting, the effects of oral semaglutide on the body composition of patients with T2D after 26 weeks of therapy.Thirty-two patients with T2D were evaluated at baseline (T0) and after three (T3) and six (T6) months of therapy with oral semaglutide. At each time point, body composition was assessed using a phase sensitive bioimpedance analyzer. Clinical, anthropometric and laboratory parameters, and the main biometric surrogates of liver steatosis and fibrosis, were also analyzed and compared.A significant and early reduction in anthropometric and glucometabolic parameters, alanine aminotransferase, Fatty Liver Index, and Fat Mass was observed. Visceral Adipose Tissue (VAT) decreased, while Fat Free Mass and Skeletal Muscle Mass (SMM) were preserved during therapy, resulting in a beneficial increase in the SMM/VAT ratio. Finally, an overall improvement in body fluid distribution was observed.Our real-world data confirm the clinical efficacy of oral semaglutide and highlight its ability to improve the nutritional status of patients with T2D.","","",""
"A new era in gut-hormone based pharmacotherapy for people with obesity.","https://scispace.com/paper/a-new-era-in-gut-hormone-based-pharmacotherapy-for-people-k6xx9ahp","2022","Journal Article","Proceedings of the Nutrition Society","Chloe Firman
Rachel L. Batterham","10.1017/S0029665122002695","https://scispace.compdf/a-new-era-in-gut-hormone-based-pharmacotherapy-for-people-k6xx9ahp.pdf","- **Relevance Score:** 56/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses semaglutide as a new GLP‑1RA for obesity treatment, mentions its role in weight management but provides no specific trial data or percentage weight‑loss results.","Obesity, excess adipose tissue accumulation that may impair health, is a major global healthcare challenge that increases the risk of several life-limiting diseases, reduces quality of life and leads to premature mortality. Weight loss improves or leads to the resolution of obesity-related diseases. Lifestyle interventions are the cornerstone for all weight management programmes and lead to health bene ﬁ ts. However, for the majority of people with severe obesity, lifestyle interventions and currently available anti-obesity medications lead to insuf ﬁ cient weight loss to improve their health. For these patients the only effective treatment option is bariatric surgery, which whilst highly effective, is dif ﬁ cult to access and not suitable for everyone, leaving a ‘ treatment gap ’ between lifestyle interventions and bariatric surgery. Unfortunately, the history of development of drugs to treat obesity has been marred by poor ef ﬁ cacy and safety issues. This is now set to change as a result of scienti ﬁ c advancements, which have increased the understanding of the role that gut hormones play in regulating energy and glucose homoeostasis. This has led to the development of effective, safe drugs based on gut hormones that target the body ’ s own appetite regulating systems that herald a new era of treatments for people living with obesity.","","",""
"Phase 3 Trial of Semaglutide in Metabolic Dysfunction-Associated Steatohepatitis.","https://scispace.com/paper/40305708","2025","Journal Article","The New England journal of medicine","Sanyal
Newsome
Kliers
Østergaard
Long
Kjær
Cali
Bugianesi
Rinella
Roden
Ratziu","10.1056/NEJMoa2413258","","- **Relevance Score:** 48/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses semaglutide in a Phase 3 MASH trial; does not address weight loss or report percent body‑weight reduction.","Semaglutide, a glucagon-like peptide-1 receptor agonist, is a candidate for the treatment of metabolic dysfunction-associated steatohepatitis (MASH).","","",""
"Tirzepatide as Compared with Semaglutide for the Treatment of Obesity.","https://scispace.com/paper/40353578","2025","Journal Article","The New England journal of medicine","Aronne
Horn
le Roux
Ho
Falcon
Gomez Valderas
Das
Lee
Glass
Senyucel
Dunn","10.1056/NEJMoa2416394","","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Compares tirzepatide to semaglutide for obesity, mentioning semaglutide but only broadly cites weight‑loss potential without trial data or specific percentage reductions.","Tirzepatide and semaglutide are highly effective medications for obesity management. The efficacy and safety of tirzepatide as compared with semaglutide in adults with obesity but without type 2 diabetes is unknown.","","",""
"Once-Weekly Semaglutide in Adolescents with Obesity.","https://scispace.com/paper/36322838","2022","Journal Article","The New England journal of medicine","Weghuber
Barrett
Barrientos-Pérez
Gies
Hesse
Jeppesen
Kelly
Mastrandrea
Sørrig
Arslanian","10.1056/NEJMoa2208601","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9997064/pdf","- **Relevance Score:** 24/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses semaglutide in adolescents with obesity; does not detail weight loss outcomes, trial results, or percentage body weight reduction.","A once-weekly, 2.4-mg dose of subcutaneous semaglutide, a glucagon-like peptide-1 receptor agonist, is used to treat obesity in adults, but assessment of the drug in adolescents has been lacking.","","",""
"Tirzepatide versus Semaglutide Once Weekly in Patients with Type 2 Diabetes.","https://scispace.com/paper/34170647","2021","Journal Article","The New England journal of medicine","Frías
Davies
Rosenstock
Pérez Manghi
Fernández Landó
Bergman
Liu
Cui
Brown","10.1056/NEJMoa2107519","","- **Relevance Score:** 24/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Compares tirzepatide to semaglutide in a type‑2 diabetes trial, but provides no data on weight loss or percent body‑weight reduction.","Tirzepatide is a dual glucose-dependent insulinotropic polypeptide and glucagon-like peptide-1 (GLP-1) receptor agonist that is under development for the treatment of type 2 diabetes. The efficacy and safety of once-weekly tirzepatide as compared with semaglutide, a selective GLP-1 receptor agonist, are unknown.","","",""
"Orforglipron, an Oral Small-Molecule GLP-1 Receptor Agonist for Obesity Treatment.","https://scispace.com/paper/40960239","2025","Journal Article","The New England journal of medicine","Wharton
Aronne
Stefanski
Alfaris
Ciudin
Yokote
Halpern
Shukla
Zhou
Macpherson
Allen
Ahmad
Klise","10.1056/NEJMoa2511774","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** No mention of semaglutide, weight loss, or related clinical trial data in the paper.","Orforglipron, a small-molecule, nonpeptide oral glucagon-like peptide-1 (GLP-1) receptor agonist, is being investigated as a treatment for obesity.","","",""
"Orforglipron, an Oral Small-Molecule GLP-1 Receptor Agonist, in Early Type 2 Diabetes.","https://scispace.com/paper/40544435","2025","Journal Article","The New England journal of medicine","Rosenstock
Hsia
Nevarez Ruiz
Eyde
Cox
Wu
Liu
Li
Fernández Landó
Denning
Ludwig
Chen","10.1056/NEJMoa2505669","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","Orforglipron is a small-molecule, nonpeptide glucagon-like peptide-1 (GLP-1) receptor agonist in clinical development for type 2 diabetes and weight management. Additional data on the efficacy and safety of orforglipron are needed.","","",""
"Tirzepatide, a dual GIP/GLP-1 receptor co-agonist for the treatment of type 2 diabetes with unmatched effectiveness regrading glycaemic control and body weight reduction.","https://scispace.com/paper/36050763","2022","Journal Article","Cardiovascular diabetology","Nauck
D'Alessio","10.1186/s12933-022-01604-7","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9438179/pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Describes tirzepatide’s impact on body weight reduction, but does not mention semaglutide or its trial data, nor provide percent weight loss figures.","Tirzepatide is the first dual GIP/GLP-1 receptor co-agonist approved for the treatment of type 2 diabetes in the USA, Europe, and the UAE. Tirzepatide is an acylated peptide engineered to activate the GIP and GLP-1 receptors, key mediators of insulin secretion that are also expressed in regions of the brain that regulate food intake. Five clinical trials in type 2-diabetic subjects (SURPASS 1-5) have shown that tirzepatide at 5-15 mg per week reduces both HbA","","",""
"Once-Weekly Semaglutide in Persons with Obesity and Knee Osteoarthritis.","https://scispace.com/paper/39476339","2024","Journal Article","The New England journal of medicine","Bliddal
Bays
Czernichow
Uddén Hemmingsson
Hjelmesæth
Hoffmann Morville
Koroleva
Skov Neergaard
Vélez Sánchez
Wharton
Wizert
Kristensen","10.1056/NEJMoa2403664","","An unexpected error prevented relevance scoring","Weight reduction has been shown to alleviate symptoms of osteoarthritis of the knee, including pain. The effect of glucagon-like peptide-1 receptor agonists on outcomes in knee osteoarthritis among persons with obesity has not been well studied.","","",""
